text,doc_type,label,amount
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Rebero Holdings (TIN: 837504834) has no outstanding tax obligations as of 2024-04. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,652701.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Nyabugogo Transport,
RE: Your TIN 553139585 – Notice of assessment
We write with reference to your account for the period 2020. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,783405.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Masaka Textiles
TIN: 939917094
Tax Period: 2020-01
Output VAT: 576206 RWF
Input VAT: 146493 RWF
Net VAT Payable: 429713 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,488310.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Chantal Uwimana
TIN: 353447260
Month: 2020-10
Total Employees: 138
Gross Salaries: 13560498 RWF
PAYE Withheld: 4068149 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,13560498.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Marie Mukamana
TIN: 453568052
Month: 2024-12
Total Employees: 65
Gross Salaries: 6949062 RWF
PAYE Withheld: 2084719 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,6949062.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Patrick Umubyeyi
TIN: 538489918
Financial Year: 2022
Taxable Income: 3862164 RWF
CIT at 30%: 1158649 RWF
Advance Tax Paid: 386216 RWF
Balance Due: 772433 RWF",cit_filing,filing,3862164.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Amahoro Construction
TIN: 489766149
Period: 2023-12
Nature of Payment: Services
Gross Amount: 1892085 RWF
WHT Rate: 15%
Tax Withheld: 283813 RWF",withholding_tax,declaration,1892085.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Emmanuel Bizimana
TIN: 786066323
Period: 2022
Nature of Payment: Services
Gross Amount: 10135262 RWF
WHT Rate: 15%
Tax Withheld: 1520289 RWF",withholding_tax,declaration,10135262.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Chantal Kamanzi (TIN: 419355409) has no outstanding tax obligations as of 2021-03. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,5039575.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Nyabugogo Transport,
RE: Your TIN 457257753 – Meeting invitation
We write with reference to your account for the period 2023-02. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,6044631.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Kanombe Logistics
TIN: 846476162
Period: 2020-01
This notice informs you of a penalty of 106511 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,1065109.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Bugesera Dairy
TIN: 718270581
Period: 2020
Nature of Payment: Services
Gross Amount: 3682133 RWF
WHT Rate: 15%
Tax Withheld: 552320 RWF",withholding_tax,declaration,3682133.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Amahoro Construction
TIN: 379902891
Audit Period: 2021-11
Scope: VAT, PAYE, CIT
Findings: No irregularities found
Recommended Action: None",audit_report,filing,2034364.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Emmanuel Niyomugabo
TIN: 341041227
Financial Year: 2020-01
Taxable Income: 5257948 RWF
CIT at 30%: 1577384 RWF
Advance Tax Paid: 525795 RWF
Balance Due: 1051590 RWF",cit_filing,filing,5257948.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Inyange Industries (TIN: 153454051) has no outstanding tax obligations as of 2023-10. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,1556592.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Kanombe Logistics
TIN: 988260922
Period: 2023
This notice informs you of a penalty of 118542 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,1185415.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Isange Distributors
TIN: 744333988
Financial Year: 2021-05
Taxable Income: 1099676 RWF
CIT at 30%: 329903 RWF
Advance Tax Paid: 109968 RWF
Balance Due: 219935 RWF",cit_filing,filing,1099676.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Yvonne Kamanzi (TIN: 496895499) has no outstanding tax obligations as of 2024-11. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,498194.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Nyabugogo Transport
TIN: 890385760
Period: 2024
Nature of Payment: Services
Gross Amount: 4120927 RWF
WHT Rate: 15%
Tax Withheld: 618139 RWF",withholding_tax,declaration,4120927.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Rwanda Fresh Ltd
TIN: 105756315
Period: 2022-09
Overpaid Amount: 1851317 RWF
Reason: Excess VAT input credits
Bank Account: 686741
Bank: Bank of Kigali",refund_request,declaration,1851317.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Rebero Holdings
TIN: 282392760
Tax Period: 2024-08
Output VAT: 12466040 RWF
Input VAT: 3169332 RWF
Net VAT Payable: 9296708 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,10564441.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Jean Uwimana (TIN: 636023317) has no outstanding tax obligations as of 2022-12. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,2861349.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Yvonne Uwimana
TIN: 696651173
Financial Year: 2023
Taxable Income: 330562 RWF
CIT at 30%: 99169 RWF
Advance Tax Paid: 33056 RWF
Balance Due: 66112 RWF",cit_filing,filing,330562.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Masaka Textiles,
RE: Your TIN 143799764 – Notice of assessment
We write with reference to your account for the period 2023-06. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,4164623.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Chantal Bizimana
TIN: 293976787
Audit Period: 2021-12
Scope: VAT, PAYE, CIT
Findings: Significant underpayment identified
Recommended Action: None",audit_report,filing,1642711.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Marie Kamanzi
TIN: 924905837
Period: 2023
Overpaid Amount: 2042381 RWF
Reason: Excess VAT input credits
Bank Account: 513316
Bank: Bank of Kigali",refund_request,declaration,2042381.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Ubumwe Investments
TIN: 998697433
Audit Period: 2022
Scope: VAT, PAYE, CIT
Findings: Significant underpayment identified
Recommended Action: Issue penalty notice",audit_report,filing,3133090.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Kigali Trading Co (TIN: 453719460) has no outstanding tax obligations as of 2020-11. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,3067465.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Gahanga Agro
TIN: 447002051
Tax Period: 2020
Output VAT: 17962414 RWF
Input VAT: 4566716 RWF
Net VAT Payable: 13395699 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,15222385.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Remera Electronics
TIN: 195765217
Period: 2020
Nature of Payment: Services
Gross Amount: 7609119 RWF
WHT Rate: 15%
Tax Withheld: 1141368 RWF",withholding_tax,declaration,7609119.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Nyabugogo Transport (TIN: 890155099) has no outstanding tax obligations as of 2022-11. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,2273974.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Masaka Textiles,
RE: Your TIN 388277560 – Meeting invitation
We write with reference to your account for the period 2024-10. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,7113000.0
"FINANCIAL STATEMENTS
Innocent Mukamana
TIN: 597706044
Year Ended: 2021-11
Total Revenue: 892506 RWF
Total Expenses: 624754 RWF
Net Profit Before Tax: 267752 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,892506.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Masaka Textiles,
RE: Your TIN 422544807 – Objection response
We write with reference to your account for the period 2021-03. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,1836295.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Rwanda Fresh Ltd
TIN: 651274642
Tax Period: 2020-09
Output VAT: 644580 RWF
Input VAT: 163876 RWF
Net VAT Payable: 480704 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,546254.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Ruliba Ceramics (TIN: 117468377) has no outstanding tax obligations as of 2020-12. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,1039525.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Solange Umubyeyi (TIN: 913202948) has no outstanding tax obligations as of 2023-10. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,2137696.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Eric Nkurunziza
TIN: 565788042
Period: 2024
Overpaid Amount: 670329 RWF
Reason: Excess VAT input credits
Bank Account: 825411
Bank: Bank of Kigali",refund_request,declaration,670329.0
"FINANCIAL STATEMENTS
Masaka Textiles
TIN: 425129005
Year Ended: 2024-10
Total Revenue: 5651271 RWF
Total Expenses: 3955890 RWF
Net Profit Before Tax: 1695381 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,5651271.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Claudine Nkurunziza
TIN: 976139210
Financial Year: 2020-12
Taxable Income: 9845404 RWF
CIT at 30%: 2953621 RWF
Advance Tax Paid: 984540 RWF
Balance Due: 1969081 RWF",cit_filing,filing,9845404.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Isange Distributors
TIN: 192442244
Period: 2022
Nature of Payment: Services
Gross Amount: 2789862 RWF
WHT Rate: 15%
Tax Withheld: 418479 RWF",withholding_tax,declaration,2789862.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Yvonne Niyomugabo,
RE: Your TIN 360521605 – Request for information
We write with reference to your account for the period 2021-05. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,9023976.0
"FINANCIAL STATEMENTS
Masaka Textiles
TIN: 891431808
Year Ended: 2024-10
Total Revenue: 34722384 RWF
Total Expenses: 24305669 RWF
Net Profit Before Tax: 10416715 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,34722384.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Masaka Textiles
TIN: 349006937
Period: 2020
Overpaid Amount: 4344868 RWF
Reason: Excess VAT input credits
Bank Account: 596330
Bank: Bank of Kigali",refund_request,declaration,4344868.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Kimironko Supermarket
TIN: 581385722
Month: 2023
Total Employees: 125
Gross Salaries: 6526954 RWF
PAYE Withheld: 1958086 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,6526954.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Bugesera Dairy
TIN: 746500088
Period: 2023-03
Nature of Payment: Services
Gross Amount: 6468599 RWF
WHT Rate: 15%
Tax Withheld: 970290 RWF",withholding_tax,declaration,6468599.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Inyange Industries,
RE: Your TIN 767698175 – Notice of assessment
We write with reference to your account for the period 2021-05. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,500673.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Nyabugogo Transport
TIN: 630133267
Period: 2022
Overpaid Amount: 290961 RWF
Reason: Excess VAT input credits
Bank Account: 809810
Bank: Bank of Kigali",refund_request,declaration,290961.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Chantal Hakizimana
TIN: 134327534
Financial Year: 2020-06
Taxable Income: 4855956 RWF
CIT at 30%: 1456787 RWF
Advance Tax Paid: 485596 RWF
Balance Due: 971191 RWF",cit_filing,filing,4855956.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Rwanda Fresh Ltd
TIN: 926883089
Audit Period: 2024-05
Scope: VAT, PAYE, CIT
Findings: Significant underpayment identified
Recommended Action: Refer for further investigation",audit_report,filing,9650515.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Kanombe Logistics
TIN: 957905637
Tax Period: 2023-02
Output VAT: 9036835 RWF
Input VAT: 2297500 RWF
Net VAT Payable: 6739335 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,7658335.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Marie Kamanzi
TIN: 488306318
Month: 2021
Total Employees: 134
Gross Salaries: 2962664 RWF
PAYE Withheld: 888799 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,2962664.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Pierre Nkurunziza
TIN: 316778095
Audit Period: 2023-07
Scope: VAT, PAYE, CIT
Findings: Minor discrepancies noted
Recommended Action: Issue penalty notice",audit_report,filing,83047.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Michel Ndayishimiye (TIN: 487237904) has no outstanding tax obligations as of 2021-03. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,3821394.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Ruliba Ceramics,
RE: Your TIN 953203137 – Request for information
We write with reference to your account for the period 2022-01. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,7401682.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Inyange Industries
TIN: 566081562
Audit Period: 2020-07
Scope: VAT, PAYE, CIT
Findings: No irregularities found
Recommended Action: Refer for further investigation",audit_report,filing,5446640.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Nyabugogo Transport
TIN: 531647235
Period: 2024-05
This notice informs you of a penalty of 193217 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,1932167.0
"FINANCIAL STATEMENTS
Isange Distributors
TIN: 684572202
Year Ended: 2024-10
Total Revenue: 6027890 RWF
Total Expenses: 4219523 RWF
Net Profit Before Tax: 1808367 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,6027890.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Remera Electronics
TIN: 878568781
Tax Period: 2021-09
Output VAT: 2029449 RWF
Input VAT: 515962 RWF
Net VAT Payable: 1513487 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,1719872.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Inyange Industries
TIN: 125148911
Audit Period: 2020-09
Scope: VAT, PAYE, CIT
Findings: Significant underpayment identified
Recommended Action: Issue penalty notice",audit_report,filing,1431006.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Rebero Holdings
TIN: 773224887
Tax Period: 2024
Output VAT: 8395019 RWF
Input VAT: 2134327 RWF
Net VAT Payable: 6260692 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,7114423.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Umucyo Pharmacy
TIN: 476171636
Audit Period: 2022-05
Scope: VAT, PAYE, CIT
Findings: Significant underpayment identified
Recommended Action: None",audit_report,filing,8489139.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Innocent Niyomugabo
TIN: 306754637
Period: 2022
Nature of Payment: Services
Gross Amount: 6267735 RWF
WHT Rate: 15%
Tax Withheld: 940160 RWF",withholding_tax,declaration,6267735.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Kanombe Logistics
TIN: 183829919
Financial Year: 2022-11
Taxable Income: 4486567 RWF
CIT at 30%: 1345970 RWF
Advance Tax Paid: 448657 RWF
Balance Due: 897313 RWF",cit_filing,filing,4486567.0
"FINANCIAL STATEMENTS
Masaka Textiles
TIN: 885675101
Year Ended: 2023
Total Revenue: 729809 RWF
Total Expenses: 510866 RWF
Net Profit Before Tax: 218943 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,729809.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Rwanda Fresh Ltd
TIN: 901544309
Period: 2021-09
Nature of Payment: Services
Gross Amount: 15214238 RWF
WHT Rate: 15%
Tax Withheld: 2282136 RWF",withholding_tax,declaration,15214238.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Innocent Uwimana
TIN: 226424741
Period: 2022-05
Overpaid Amount: 1856715 RWF
Reason: Excess VAT input credits
Bank Account: 921866
Bank: Bank of Kigali",refund_request,declaration,1856715.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Gahanga Agro
TIN: 404386805
Period: 2021-03
Overpaid Amount: 3404910 RWF
Reason: Excess VAT input credits
Bank Account: 146852
Bank: Bank of Kigali",refund_request,declaration,3404910.0
"FINANCIAL STATEMENTS
Gahanga Agro
TIN: 707484447
Year Ended: 2023-06
Total Revenue: 3273953 RWF
Total Expenses: 2291767 RWF
Net Profit Before Tax: 982186 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,3273953.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Kanombe Logistics,
RE: Your TIN 259968838 – Meeting invitation
We write with reference to your account for the period 2022-02. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,5510701.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Eric Umubyeyi
TIN: 890180346
Period: 2022
This notice informs you of a penalty of 95530 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,955300.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Inzora Tech
TIN: 306616625
Month: 2024-09
Total Employees: 150
Gross Salaries: 321618 RWF
PAYE Withheld: 96485 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,321618.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Innocent Uwimana
TIN: 120372732
Tax Period: 2022
Output VAT: 7273968 RWF
Input VAT: 1849314 RWF
Net VAT Payable: 5424654 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,6164380.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Chantal Habimana
TIN: 465025573
Period: 2023-03
Overpaid Amount: 9868023 RWF
Reason: Excess VAT input credits
Bank Account: 220213
Bank: Bank of Kigali",refund_request,declaration,9868023.0
"PAY AS YOU EARN DECLARATION
Rwanda Revenue Authority
Employer: Gahanga Agro
TIN: 254655603
Month: 2021-05
Total Employees: 109
Gross Salaries: 887524 RWF
PAYE Withheld: 266257 RWF
Declaration filed in compliance with Income Tax Law",paye_declaration,declaration,887524.0
"TAX AUDIT REPORT
Rwanda Revenue Authority – Audit Division
Taxpayer: Solange Habimana
TIN: 420001194
Audit Period: 2023-02
Scope: VAT, PAYE, CIT
Findings: Minor discrepancies noted
Recommended Action: Issue penalty notice",audit_report,filing,2712143.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Diane Niyomugabo
TIN: 353930401
Period: 2023-09
Nature of Payment: Services
Gross Amount: 2481061 RWF
WHT Rate: 15%
Tax Withheld: 372159 RWF",withholding_tax,declaration,2481061.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Masaka Textiles
TIN: 131038055
Period: 2023
This notice informs you of a penalty of 1091463 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,10914626.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Amahoro Construction
TIN: 427075547
Period: 2024-07
This notice informs you of a penalty of 941304 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,9413043.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Nyabugogo Transport
TIN: 696090185
Financial Year: 2023
Taxable Income: 3174192 RWF
CIT at 30%: 952258 RWF
Advance Tax Paid: 317419 RWF
Balance Due: 634838 RWF",cit_filing,filing,3174192.0
"VALUE ADDED TAX RETURN
Rwanda Revenue Authority
Taxpayer: Masaka Textiles
TIN: 393456795
Tax Period: 2024-05
Output VAT: 2880872 RWF
Input VAT: 732425 RWF
Net VAT Payable: 2148447 RWF
Filing Date: 2026-05-08
Signature of authorized person",vat_return,filing,2441417.0
"CORPORATE INCOME TAX RETURN
Rwanda Revenue Authority
Company: Inzora Tech
TIN: 422807973
Financial Year: 2020-07
Taxable Income: 8924456 RWF
CIT at 30%: 2677337 RWF
Advance Tax Paid: 892446 RWF
Balance Due: 1784891 RWF",cit_filing,filing,8924456.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Bugesera Dairy
TIN: 832400367
Period: 2022
Overpaid Amount: 7035644 RWF
Reason: Excess VAT input credits
Bank Account: 458224
Bank: Bank of Kigali",refund_request,declaration,7035644.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Bugesera Dairy
TIN: 117045236
Period: 2021-11
Nature of Payment: Services
Gross Amount: 4742512 RWF
WHT Rate: 15%
Tax Withheld: 711377 RWF",withholding_tax,declaration,4742512.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Masaka Textiles
TIN: 918690821
Period: 2023
This notice informs you of a penalty of 1051650 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,10516497.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Kimironko Supermarket,
RE: Your TIN 972717220 – Meeting invitation
We write with reference to your account for the period 2023-10. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,1025129.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Umucyo Pharmacy
TIN: 897945277
Period: 2020-05
Nature of Payment: Services
Gross Amount: 6225559 RWF
WHT Rate: 15%
Tax Withheld: 933834 RWF",withholding_tax,declaration,6225559.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Yvonne Mukamana
TIN: 139509449
Period: 2022-08
Nature of Payment: Services
Gross Amount: 6187367 RWF
WHT Rate: 15%
Tax Withheld: 928105 RWF",withholding_tax,declaration,6187367.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Masaka Textiles (TIN: 283048386) has no outstanding tax obligations as of 2024-04. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,4220180.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Marie Uwimana
TIN: 378769656
Period: 2024-04
Overpaid Amount: 6576317 RWF
Reason: Excess VAT input credits
Bank Account: 826648
Bank: Bank of Kigali",refund_request,declaration,6576317.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Kanombe Logistics
TIN: 102099126
Period: 2023-11
This notice informs you of a penalty of 529954 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,5299540.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Kimironko Supermarket
TIN: 655400377
Period: 2020
This notice informs you of a penalty of 167819 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,1678187.0
"FINANCIAL STATEMENTS
Marie Niyomugabo
TIN: 967232189
Year Ended: 2020
Total Revenue: 5898645 RWF
Total Expenses: 4129051 RWF
Net Profit Before Tax: 1769594 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,5898645.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Eric Nkurunziza (TIN: 129928143) has no outstanding tax obligations as of 2023-07. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,4538949.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Alice Habimana,
RE: Your TIN 982222571 – Request for information
We write with reference to your account for the period 2022-09. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,14421785.0
"Rwanda Revenue Authority
P.O. Box 3987, Kigali

Dear Inzora Tech,
RE: Your TIN 165162109 – Meeting invitation
We write with reference to your account for the period 2020-07. Please respond within 15 working days.
Yours faithfully,
Commissioner General, RRA",correspondence,correspondence,9459257.0
"TAX CLEARANCE CERTIFICATE
Rwanda Revenue Authority
This is to certify that Nyabugogo Transport (TIN: 170641753) has no outstanding tax obligations as of 2020. All taxes including VAT, PAYE, and CIT have been paid in full. Certificate valid for 3 months from date of issue.",tax_clearance,certificate,318075.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Kigali Trading Co
TIN: 586846620
Period: 2023-08
Overpaid Amount: 10648742 RWF
Reason: Excess VAT input credits
Bank Account: 576133
Bank: Bank of Kigali",refund_request,declaration,10648742.0
"NOTICE OF PENALTY
Rwanda Revenue Authority
To: Claudine Nkurunziza
TIN: 210262182
Period: 2020-10
This notice informs you of a penalty of 454332 RWF for late filing of tax returns. Payment must be made within 30 days to avoid further interest charges under the Tax Procedures Law.",penalty_notice,correspondence,4543316.0
"FINANCIAL STATEMENTS
Kanombe Logistics
TIN: 299633740
Year Ended: 2021-03
Total Revenue: 361990 RWF
Total Expenses: 253393 RWF
Net Profit Before Tax: 108597 RWF
Prepared in accordance with IFRS as adopted in Rwanda",financial_statement,filing,361990.0
"APPLICATION FOR TAX REFUND
Rwanda Revenue Authority
Taxpayer: Amahoro Construction
TIN: 258279275
Period: 2023-05
Overpaid Amount: 1769950 RWF
Reason: Excess VAT input credits
Bank Account: 160101
Bank: Bank of Kigali",refund_request,declaration,1769950.0
"WITHHOLDING TAX DECLARATION
Rwanda Revenue Authority
Withholder: Rwanda Fresh Ltd
TIN: 553184702
Period: 2022-04
Nature of Payment: Services
Gross Amount: 5165968 RWF
WHT Rate: 15%
Tax Withheld: 774895 RWF",withholding_tax,declaration,5165968.0
